sellprice,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(CC),maxpower(bhp),seats
3.975,2018,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968,188,5
0.391,2014,120000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5
0.245,2008,127000,Diesel,Individual,Manual,Second Owner,16.8,1493,110,5
0.26,2014,18945,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.235,2012,80000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5
0.45,2013,108800,Diesel,Individual,Manual,Third Owner,22.9,1248,74,5
0.575,2016,55161,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,5
0.6,2015,10000,Petrol,Individual,Manual,First Owner,18.16,1197,78.8,5
0.725,2015,50000,Diesel,Individual,Manual,Second Owner,26,1498,98.6,5
0.5,2019,5000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
1.15,2017,42000,Diesel,Individual,Manual,Second Owner,16,2179,140,7
0.5,2014,70000,Petrol,Individual,Manual,Second Owner,15.04,1598,103.2,5
2.711,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
0.7,2019,3000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5
1,2015,133000,Diesel,Individual,Manual,Second Owner,15.4,2179,120,7
0.3,2014,35000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
0.8,2014,80000,Diesel,Individual,Automatic,First Owner,11.79,2179,120,8
0.198,2013,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
0.64,2017,110000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.55,2017,40000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
0.5,2016,30000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5
0.416,2012,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
1.1,2015,110000,Diesel,Individual,Manual,First Owner,16,2179,140,7
0.195,2012,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
0.43,2013,100000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
0.835,2019,10000,Petrol,Individual,Automatic,First Owner,14.84,1598,103.2,5
0.85,2015,140000,Diesel,Individual,Manual,First Owner,16,2179,140,7
0.358,2018,44000,Petrol,Individual,Manual,First Owner,15.37,1196,73,7
2,2015,20000,Diesel,Individual,Manual,First Owner,12.55,2982,168.5,7
0.55,2020,60000,Diesel,Individual,Manual,First Owner,25.32,1198,77,6
0.47,2017,50000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
3.8,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5
0.6,2016,70000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9
0.9,2017,50000,Diesel,Individual,Manual,First Owner,20.37,1461,108.45,5
0.575,2015,110000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,8
2,2016,68089,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,5
1.05,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
0.651,2016,42323,Diesel,Dealer,Manual,First Owner,21.19,1396,88.76,5
1.05,2015,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120,7
0.459999,2012,87000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
0.6,2017,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
0.225,2013,58343,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
0.075,2001,35000,Petrol,Individual,Manual,Third Owner,16.1,796,16.1,4
0.12,2007,53512,Petrol,Dealer,Manual,Second Owner,19.7,796,19.7,5
0.24,2014,30000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5
0.15,2011,100000,Petrol,Individual,Manual,Third Owner,18.6,1199,18.6,5
0.515,2017,23000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
0.225,2012,87237,Diesel,Dealer,Manual,Second Owner,20,1399,68.05,5
0.229999,2015,34000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
0.3,2010,100000,Petrol,Individual,Manual,Third Owner,17,1497,118,5
0.32,2012,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,8
0.2,2015,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5
0.73,2018,60000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5
0.52,2016,29000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.55,2016,56494,Petrol,Dealer,Manual,First Owner,18.2,1199,88.7,5
0.38,2011,80000,Petrol,Individual,Manual,Second Owner,16.2,1599,103.2,5
0.65,2017,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5
0.37,2013,96000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
0.54,2015,93000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5
0.49,2019,7000,Petrol,Individual,Manual,First Owner,21.63,998,67,5
0.12,2006,100000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.43,2018,5000,Petrol,Individual,Manual,Second Owner,20.63,1198,67,5
0.535,2016,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5
0.55,2019,3000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5
0.4,2014,77000,Diesel,Individual,Automatic,Second Owner,21.66,1498,103.6,5
0.725,2016,54000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7
0.8,2017,70000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5
0.4,2012,110000,Diesel,Individual,Manual,Second Owner,19.7,1598,103.6,5
0.204999,2011,147000,Diesel,Individual,Manual,First Owner,20,1399,68,5
0.74,2018,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.725,2016,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
0.68,2018,8576,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5
0.74,2019,35000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
0.28,2012,60000,Diesel,Individual,Manual,First Owner,20,1399,68,5
0.4,2014,60000,Petrol,Individual,Manual,Second Owner,18.9,1197,82,5
0.7,2013,99000,Diesel,Dealer,Manual,First Owner,12.99,2494,100,7
2.475,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5
0.7,2018,25000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
0.15,2010,100000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.25,2009,151000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
0.121,2013,50000,Petrol,Individual,Manual,Second Owner,16.1,796,16.1,4
0.2,2012,137000,Diesel,Individual,Manual,First Owner,17.8,1399,67,5
1.2,2015,50000,Diesel,Individual,Automatic,Second Owner,16,2179,140,7
0.75,2013,79328,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,7
2.475,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5
0.43,2014,80000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5
0.6,2015,125000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8
0.45,2013,60000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,7
0.1,2007,120000,Diesel,Individual,Manual,Third Owner,14.6,2956,14.6,10
0.25,2015,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.13,2011,67840,Petrol,Individual,Manual,First Owner,18,995,18,5
0.235,2013,18000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
0.563,2017,30000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
0.45,2011,100000,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5
0.425,2014,80000,Diesel,Individual,Manual,Second Owner,15.11,1598,103.6,5
0.625,2015,30000,Diesel,Individual,Manual,First Owner,26,1498,98.6,5
0.22,2011,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586,103.3,5
0.095,2012,265000,Diesel,Individual,Manual,Second Owner,17,1405,17,5
0.74,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.84,2015,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7
1.15,2018,44000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5
0.175,2007,99000,Diesel,Individual,Manual,Second Owner,19.2,1461,19.2,5
0.75,2013,79328,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,7
0.63,2018,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.245,2011,25000,Petrol,Dealer,Manual,First Owner,18.16,1196,86.8,5
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
0.441,2011,70000,Diesel,Individual,Manual,Second Owner,10.5,2609,120,7
0.3,2013,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
0.3,2012,100000,Diesel,Individual,Manual,Third Owner,23.08,1461,63.12,5
0.25,2014,120000,Diesel,Individual,Manual,First Owner,19.1,1405,70,5
0.5,2011,35000,Petrol,Individual,Manual,First Owner,17,1497,118,5
0.482,2016,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
1.05,2018,13000,Diesel,Individual,Manual,First Owner,17,2200,139.01,7
0.58,2018,32000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
0.3,2011,72000,Petrol,Dealer,Manual,First Owner,17.6,1496,88.7,5
0.35,2011,100000,Diesel,Individual,Manual,Second Owner,23,1396,90,5
0.65,2018,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.235,2010,50000,Petrol,Individual,Manual,First Owner,19,998,66.1,5
0.07,2008,100000,Diesel,Individual,Manual,First Owner,16.8,1405,16.8,5
0.57,2018,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
1,2016,50000,Diesel,Individual,Manual,Second Owner,26,1498,98.6,5
0.361,2014,26000,Petrol,Individual,Automatic,First Owner,19.34,1198,76,5
0.22,2007,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5
0.3,2012,70000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
0.484999,2013,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120,9
0.351,2014,89100,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5
0.18,2009,144000,Diesel,Individual,Manual,Second Owner,19.3,1248,19.3,5
0.14,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,20.36,5
0.235,2011,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
1.85,2016,33000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7
1.92,2017,20000,Diesel,Individual,Manual,Second Owner,16.3,1956,170,5
0.3,2015,101500,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,5
0.4,2011,60000,Petrol,Individual,Manual,First Owner,16.2,1599,103.2,5
0.611,2018,9000,Petrol,Dealer,Manual,First Owner,19.1,1197,85.8,5
0.204999,2011,60000,Petrol,Individual,Manual,First Owner,19,998,66.1,5
0.09,2007,50000,Diesel,Individual,Manual,First Owner,17.88,1396,17.88,5
1.05,2019,27000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
0.409999,2013,90000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
0.55,2017,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.779,2019,7032,Petrol,Dealer,Automatic,First Owner,19,1199,88.76,5
0.11,2007,75000,Petrol,Individual,Manual,Second Owner,17.8,1086,17.8,5
0.434999,2015,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
0.63,2015,117500,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5
0.1,2005,100000,Diesel,Individual,Manual,Third Owner,13.1,1493,13.1,5
0.3,2017,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.59,2016,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.25,2012,65000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
0.7,2017,35000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5
1.525,2018,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
0.25,2018,110000,Diesel,Individual,Manual,First Owner,25,1396,69,5
0.693,2017,58559,Diesel,Dealer,Manual,First Owner,25.2,1248,74,5
0.7,2016,103000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
0.7,2017,65000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.265,2010,61000,Diesel,Dealer,Manual,Second Owner,20.4,1248,91.7,5
0.24,2011,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
0.565,2015,114000,Diesel,Dealer,Manual,First Owner,25.2,1248,73.94,5
0.45,2015,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5
0.22,2010,100000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5
0.7,2015,50000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
0.3,2012,150000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
0.225,2011,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
0.43,2018,14000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
0.12,2012,60000,Diesel,Individual,Manual,Second Owner,25.44,936,25.44,5
0.15,2005,15858,Petrol,Individual,Manual,First Owner,13.8,1299,13.8,5
0.525,2009,217000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102,8
2.7,2017,16000,Petrol,Dealer,Automatic,First Owner,14.74,1991,181.04,5
2,2016,68089,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,5
1.445,2017,60000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7
0.18,2012,120000,Diesel,Individual,Manual,First Owner,25.44,936,25.44,5
0.153,2011,50000,Diesel,Individual,Manual,Second Owner,23.57,1396,23.57,5
0.35,2017,25000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
0.6,2015,50000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
0.225,2013,58343,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
0.515,2015,36600,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
0.229999,2013,46000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,5
5.8,2019,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.575,2018,70000,Petrol,Individual,Manual,First Owner,17,1198,108.5,5
0.27,2017,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.15,2011,120000,Diesel,Individual,Manual,First Owner,23.03,1396,23.03,5
0.21,2015,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.16,2007,120000,Petrol,Individual,Manual,Second Owner,15,1586,15,5
0.3,2018,15000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5
0.5,2014,110000,Diesel,Individual,Manual,First Owner,26,1498,98.6,5
0.29,2011,90000,Petrol,Individual,Manual,Third Owner,17,1197,80,5
1.55,2017,87500,Diesel,Individual,Manual,First Owner,17.1,1956,170,5
0.589,2017,41232,Diesel,Dealer,Manual,First Owner,26.59,1248,74,5
0.9,2018,40000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5
0.65,2011,375000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
0.55,2019,40000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.15,2003,132478,Diesel,Individual,Manual,Second Owner,13.6,2523,13.6,7
3.2,2018,35000,Diesel,Individual,Automatic,First Owner,10.91,3198,197,7
5.15,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5
0.175,2012,60000,Diesel,Individual,Manual,First Owner,22.3,1248,22.3,5
0.515,2016,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5
0.55,2016,55000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.18,2011,120000,Diesel,Individual,Manual,Second Owner,18.4,1248,18.4,5
0.35,2018,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.69,2015,80000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8
0.65,2015,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
0.779,2019,7032,Petrol,Dealer,Automatic,First Owner,19,1199,88.76,5
0.4,2014,70000,Diesel,Individual,Manual,Third Owner,20.45,1461,83.8,5
0.4,2018,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
0.65,2010,160000,Diesel,Individual,Manual,First Owner,12.8,2494,102,7
0.45,2017,56290,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5
0.43,2014,100000,Petrol,Individual,Manual,First Owner,15.04,1598,103.2,5
0.22,2015,40000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
0.325,2017,16500,Petrol,Individual,Manual,Second Owner,23.01,999,67,5
0.2,2012,90000,Diesel,Individual,Manual,First Owner,22.3,1248,74,5
0.2,2012,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70,5
0.26,2011,110000,Diesel,Individual,Manual,Second Owner,17.8,1399,68,5
0.35,2014,101200,Diesel,Individual,Manual,Second Owner,15.3,2956,83.83,7
0.675,2017,25471,Diesel,Dealer,Manual,First Owner,21.9,1396,90,5
0.34,2009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110,5
0.12,2009,140000,Petrol,Individual,Manual,Third Owner,19,998,19,5
0.25,2014,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
0.78,2018,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.37,2013,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
0.458,2019,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68,5
0.6,2016,150000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.1,2012,30000,Petrol,Individual,Manual,First Owner,16.1,796,16.1,4
0.15,2009,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,19.7,5
0.409999,2015,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5
0.484999,2017,26000,Petrol,Individual,Manual,Second Owner,21.21,1197,81.8,5
0.6,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
1.1,2017,20000,Petrol,Individual,Automatic,First Owner,18,1497,117.6,5
0.19,2011,90000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
0.75,2017,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.5,2013,92000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7
1.1,2016,100000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7
0.585,2013,80000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5
0.132,2012,82507,Diesel,Dealer,Manual,First Owner,13.93,2179,13.93,7
0.35,2016,100000,Petrol,Individual,Manual,Second Owner,18.15,1198,82,5
0.24,2016,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
0.175,2010,60000,Diesel,Individual,Manual,First Owner,18,1248,18,5
0.55,2016,56494,Petrol,Dealer,Manual,First Owner,18.2,1199,88.7,5
0.7,2017,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5
0.434999,2016,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5
0.975,2009,80000,Diesel,Dealer,Automatic,Second Owner,22.48,1995,187.74,5
0.14,2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.665,2018,40142,Diesel,Dealer,Manual,First Owner,24.4,1120,71,5
1.2,2017,150000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
0.55,2017,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.329,2016,19000,Petrol,Individual,Manual,First Owner,20.63,1198,67,5
0.12,2007,150000,Petrol,Individual,Manual,Second Owner,18.2,1061,18.2,5
0.48,2018,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84,5
0.433,2015,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5
0.12,2008,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,16.8,5
1.45,2014,27800,Diesel,Dealer,Automatic,Second Owner,14.8,2143,120.7,5
0.22,2010,90000,Petrol,Individual,Manual,Fourth & Above Owner,17,1197,80,5
0.455999,2013,35582,Petrol,Dealer,Manual,First Owner,18.5,1197,82.85,5
0.55,2014,37000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5
0.35,2011,120000,Diesel,Individual,Manual,Third Owner,13.5,2179,115,5
0.17,2006,90000,Petrol,Individual,Manual,Third Owner,13.9,1599,13.9,5
0.34,2009,40000,Diesel,Individual,Manual,First Owner,23,1396,90,5
0.819999,2017,30000,Petrol,Dealer,Manual,First Owner,17.5,1199,88.7,5
0.3,2010,60000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,5
0.25,2007,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
0.35,2017,50000,Petrol,Individual,Automatic,First Owner,20.51,998,67,5
0.85,2017,54000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
0.85,2018,9500,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5
1,2013,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995,148,5
1.5,2017,12000,Diesel,Individual,Manual,First Owner,17.1,1956,170,5
0.757,2019,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.12,2006,141000,Petrol,Individual,Manual,Second Owner,17.3,993,17.3,5
0.235,2015,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
1.05,2019,20000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,7
1.3,2015,40000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
0.17,2009,59000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.409999,2019,10000,Petrol,Individual,Manual,First Owner,15.37,1196,73,5
0.6,2018,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.35,2011,90000,Diesel,Individual,Manual,Third Owner,23,1396,90,5
0.28,2018,50000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5
0.327,2016,20000,Petrol,Individual,Manual,First Owner,18.15,1198,82,6
0.525,2013,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
0.459999,2018,50000,Petrol,Individual,Manual,First Owner,20.3,1199,84,5
0.671,2018,20000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5
0.68,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140,7
0.509999,2013,165500,Diesel,Individual,Manual,Second Owner,14,2523,75,9
0.08,2009,80000,Petrol,Individual,Manual,Fourth & Above Owner,18,995,18,5
0.3,2016,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
0.15,2016,42000,Petrol,Individual,Manual,First Owner,20.63,1198,20.63,5
0.3,2017,15151,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
0.22,2012,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5
0.35,2013,80000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5
0.525,2012,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120,8
0.075,2007,60000,Petrol,Individual,Manual,Second Owner,16.1,796,16.1,4
0.335,2014,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5
1.3,2016,91567,Diesel,Individual,Automatic,Third Owner,16,2179,140,7
